iter	RMSE
525	0.2372763288
526	0.237181442
527	0.236990488
528	0.2368962349
529	0.2367451455
530	0.2366166958
531	0.2364931453
532	0.2363998246
533	0.2362397874
534	0.2361169302
535	0.2359714442
536	0.2357808131
537	0.2356347295
538	0.2354622873
539	0.235318379
540	0.2352167987
541	0.2351124077
542	0.2349283831
543	0.2348166311
544	0.2346750791
545	0.2344330717
546	0.2343326616
547	0.234177227
548	0.2340693664
549	0.2339313073
550	0.2336708604
551	0.2335664791
552	0.2334773147
553	0.2332902631
554	0.2330581009
555	0.2329413043
556	0.2327702178
557	0.232605027
558	0.2324725923
559	0.2323285785
560	0.2321266795
561	0.2320474928
562	0.2318949641
563	0.2318033681
564	0.231610751
565	0.2313714811
566	0.2312103309
567	0.2310446702
568	0.2309318043
569	0.2307635176
570	0.2306491351
571	0.2305501461
572	0.2304223059
573	0.2302449879
574	0.2299523418
575	0.2297448209
576	0.2294436241
577	0.2293077258
578	0.229160803
579	0.2289969918
580	0.2288777686
581	0.2287461559
582	0.2285662745
583	0.2284546204
584	0.2282652063
585	0.228132958
586	0.2280209767
587	0.2278958407
588	0.2278194174
589	0.2276863095
590	0.227572719
591	0.2273655162
592	0.2272018874
593	0.2270488801
594	0.2268258014
595	0.2267017936
596	0.2264355932
597	0.2263152477
598	0.2261501327
599	0.2260042119
600	0.2259253658
601	0.2257757024
602	0.2255849857
603	0.2255045096
604	0.2253797289
605	0.2252671338
606	0.2251359328
607	0.224920009
608	0.2248180136
609	0.2246523635
610	0.2245150577
611	0.2243506605
612	0.2242803942
613	0.2241736773
614	0.2239897934
615	0.2238727957
616	0.2237351876
617	0.2234937723
618	0.2232958228
619	0.223181354
620	0.2230669517
621	0.2229798365
622	0.2229121492
623	0.2227903993
624	0.2226774341
625	0.2225490811
626	0.222480146
627	0.2222591867
628	0.2221764652
629	0.2220598064
630	0.2219384176
631	0.2218134271
632	0.2217312068
633	0.2215821977
634	0.22144776
635	0.2212836165
636	0.2211124997
637	0.2210511569
638	0.2209583337
639	0.2208053646
640	0.220717533
641	0.220621065
642	0.2204147374
643	0.2202332704
644	0.2201073388
645	0.2200264384
646	0.2199267509
647	0.2197658886
648	0.2196078068
649	0.2194949588
650	0.2193789475
651	0.2191969595
652	0.2191232517
653	0.2190529746
654	0.2189136471
655	0.2187324405
656	0.2186108823
657	0.2184661745
658	0.2183199536
659	0.2181876493
660	0.2181207882
661	0.2178462582
662	0.2177408022
663	0.2175721073
664	0.2174216432
665	0.2171939134
666	0.2170715648
667	0.216898737
668	0.2168211831
669	0.216716363
670	0.2166375542
671	0.2165517537
672	0.2164535501
673	0.2163402716
674	0.2161752881
675	0.2160722112
676	0.2159127087
677	0.2157966034
678	0.2156118144
679	0.2155039164
680	0.2153856121
681	0.2152744137
682	0.2151567654
683	0.2150259207
684	0.2149923389
685	0.2148756069
686	0.2147283639
687	0.2146393101
688	0.214511548
689	0.2144296461
690	0.2142750122
691	0.214064074
692	0.213862219
693	0.2137498108
694	0.2136497552
695	0.2135637274
696	0.2134622844
697	0.2133864656
698	0.2132978257
699	0.2131932623
700	0.2131178002
701	0.212889041
702	0.2128354559
703	0.212773381
704	0.2126959128
705	0.2125522457
706	0.2123954278
707	0.2122498757
708	0.2121796428
709	0.2120709854
710	0.2119161576
711	0.2118375326
712	0.2117322378
713	0.211534771
714	0.21145976
715	0.2112726661
716	0.2111788596
717	0.2110177538
718	0.210933019
719	0.2108251116
720	0.2107072766
721	0.2105633164
722	0.2104552584
723	0.2103768207
724	0.2102554634
725	0.2101664118
726	0.2100686267
727	0.2099804619
728	0.2099203868
729	0.2098019428
730	0.2096755199
731	0.2095590582
732	0.2094674925
733	0.2093543868
734	0.2092886005
735	0.2091842086
736	0.2091103381
737	0.2090109318
738	0.2089195699
739	0.2087961881
740	0.208668562
741	0.2085815567
742	0.2085353531
743	0.2084420141
744	0.2082744501
745	0.2081485215
746	0.2080253152
747	0.2078960316
748	0.2077705496
749	0.2077049753
750	0.2076012199
751	0.2074410835
752	0.2073058572
753	0.2071885717
754	0.2070939299
755	0.2069739721
756	0.2068577665
757	0.2067229738
758	0.2066205497
759	0.2065048946
760	0.2063968613
761	0.2062743036
762	0.2061631404
763	0.2060750129
764	0.2059049686
765	0.2057640976
766	0.2056309899
767	0.2055708203
768	0.2055009458
769	0.2053082989
770	0.2051645259
771	0.2049998196
772	0.2048791635
773	0.2047690468
774	0.2046932301
775	0.2045997002
776	0.2044734191
777	0.204399112
778	0.2043036222
779	0.2042146846
780	0.2041107291
781	0.203966617
782	0.2038407205
783	0.2037836299
784	0.2037098916
785	0.2036429225
786	0.203582808
787	0.2034387521
788	0.203306393
789	0.2031925922
790	0.2031083508
791	0.2029804915
792	0.2028752241
793	0.2028213249
794	0.2027522232
795	0.2026394543
796	0.2025587733
797	0.2024789221
798	0.2024277283
799	0.2022720316
800	0.2021524026
801	0.2020676069
802	0.2019474095
803	0.2018437527
804	0.2017865503
805	0.2017326881
806	0.201596631
807	0.2015326741
808	0.2014168903
809	0.2013326544
810	0.2012131154
811	0.2010554223
812	0.2009435636
813	0.2008718953
814	0.2006878598
815	0.2005822159
816	0.2004589946
817	0.2003965158
818	0.2002955018
819	0.2002010716
820	0.2000664415
821	0.1999944329
822	0.1999080195
823	0.1998101974
824	0.1997287948
825	0.1996407371
826	0.1995135587
827	0.1994469479
828	0.1993925523
829	0.199274472
830	0.199149049
831	0.1990573711
832	0.1989912004
833	0.1988815398
834	0.1988060377
835	0.1987276717
836	0.19865996
837	0.1985311924
838	0.1984227748
839	0.1983564492
840	0.1982679203
841	0.198118376
842	0.1980439201
843	0.1978899379
844	0.1978330173
845	0.197662504
846	0.1975461128
847	0.1974587448
848	0.1973996033
849	0.1973254915
850	0.1972742474
851	0.1971718184
852	0.1970729046
853	0.1969556233
854	0.1968449799
855	0.1967302522
856	0.1966737058
857	0.1965962432
858	0.1965327935
859	0.1964753657
860	0.1963880048
861	0.1962808707
862	0.196201213
863	0.1961250643
864	0.1960061513
865	0.1958750407
866	0.1957229446
867	0.1956770555
868	0.1956189197
869	0.1955127393
870	0.1954391889
871	0.1953207155
872	0.1952521874
873	0.1952018014
874	0.1950918167
875	0.1950163449
876	0.1949638727
877	0.1948511089
878	0.1947482867
879	0.194613101
880	0.1945388652
881	0.1944458967
882	0.1944040898
883	0.194345339
884	0.1942460427
885	0.1941690626
886	0.1940661167
887	0.1939895706
888	0.1938610152
889	0.1937887831
890	0.1936187278
891	0.1935284443
892	0.1934657821
893	0.1934021936
894	0.193316215
895	0.1932048549
896	0.1930807078
897	0.1930266282
898	0.1929457149
899	0.1928854627
900	0.1928005305
901	0.1927015626
902	0.1926357292
903	0.1925414717
904	0.1924802951
905	0.1923786037
906	0.1922401774
907	0.1921867257
908	0.1921158186
909	0.1920237234
910	0.1919184062
911	0.1918231068
912	0.1916919655
913	0.1915685937
914	0.1914747006
915	0.1914191759
916	0.1913259898
917	0.1912685582
918	0.1912296253
919	0.191107036
920	0.1910167895
921	0.1909303931
922	0.1907995819
923	0.1907611051
924	0.1906821506
925	0.1905367555
926	0.1904537912
927	0.19034394
928	0.1902526271
929	0.1901417671
930	0.190003851
931	0.1899464379
932	0.1898862862
933	0.1898042135
934	0.1897180343
935	0.1896120445
936	0.18954105
937	0.1894802032
938	0.1893855709
939	0.1892542492
940	0.1891361542
941	0.1890365673
942	0.1889636591
943	0.1888536874
944	0.1887435367
945	0.1886695521
946	0.1885332211
947	0.1883979711
948	0.1883632335
949	0.1882789083
950	0.1881955711
951	0.1881472275
952	0.1880425607
953	0.1879620032
954	0.1878674476
955	0.1877118555
956	0.187592595
957	0.1874895246
958	0.1874020028
959	0.1873132444
960	0.1872633724
961	0.1871927931
962	0.1870799461
963	0.187037536
964	0.1869083507
965	0.1868006192
966	0.1867119653
967	0.1865709263
968	0.1864763063
969	0.1863572756
970	0.1863059221
971	0.1862366623
972	0.186181947
973	0.1860816842
974	0.185990035
975	0.1858790575
976	0.1857945229
977	0.1857065089
978	0.1856133715
979	0.1855490718
980	0.1854675424
981	0.185399305
982	0.1853385755
983	0.1852675421
984	0.1852124393
985	0.1851915952
986	0.1851125262
987	0.185052787
988	0.1849898706
989	0.1848849353
990	0.1847970014
991	0.1847547208
992	0.1846563444
993	0.1845445565
994	0.1844971901
995	0.1844224184
996	0.1843348562
997	0.1842933354
998	0.184159455
999	0.1839812423
