iter	Passed	Remaining
294	3399	8123
295	3411	8112
296	3421	8099
297	3438	8098
298	3448	8084
299	3460	8074
300	3471	8060
301	3481	8047
302	3493	8035
303	3504	8023
304	3519	8020
305	3534	8016
306	3552	8018
307	3563	8007
308	3575	7995
309	3587	7986
310	3599	7975
311	3615	7972
312	3626	7959
313	3637	7946
314	3650	7937
315	3662	7928
316	3674	7917
317	3686	7906
318	3696	7892
319	3707	7878
320	3721	7871
321	3732	7859
322	3744	7847
323	3756	7836
324	3767	7824
325	3776	7808
326	3787	7794
327	3797	7779
328	3807	7764
329	3818	7752
330	3830	7742
331	3844	7735
332	3858	7728
333	3869	7715
334	3880	7702
335	3892	7691
336	3902	7676
337	3912	7662
338	3923	7649
339	3934	7636
340	3946	7627
341	3960	7620
342	3973	7611
343	3984	7598
344	3994	7582
345	4004	7569
346	4016	7557
347	4026	7543
348	4038	7532
349	4050	7522
350	4063	7513
351	4074	7501
352	4086	7490
353	4098	7478
354	4110	7468
355	4124	7460
356	4136	7450
357	4150	7442
358	4162	7432
359	4172	7418
360	4185	7409
361	4195	7394
362	4206	7380
363	4218	7370
364	4229	7357
365	4240	7346
366	4254	7338
367	4266	7328
368	4282	7323
369	4300	7321
370	4312	7311
371	4323	7298
372	4335	7287
373	4346	7274
374	4358	7264
375	4369	7251
376	4380	7239
377	4391	7226
378	4403	7214
379	4413	7201
380	4424	7188
381	4436	7176
382	4449	7167
383	4461	7156
384	4473	7145
385	4486	7137
386	4499	7127
387	4512	7117
388	4525	7108
389	4535	7093
390	4545	7080
391	4557	7068
392	4568	7055
393	4580	7045
394	4591	7033
395	4604	7022
396	4615	7010
397	4626	6997
398	4637	6984
399	4647	6971
400	4658	6957
401	4672	6950
402	4684	6938
403	4696	6927
404	4708	6916
405	4721	6908
406	4733	6896
407	4747	6888
408	4759	6877
409	4772	6867
410	4783	6855
411	4797	6846
412	4809	6835
413	4822	6825
414	4832	6812
415	4845	6802
416	4856	6789
417	4867	6776
418	4881	6768
419	4893	6757
420	4904	6745
421	4916	6734
422	4928	6722
423	4938	6708
424	4949	6696
425	4962	6686
426	4973	6673
427	4983	6659
428	4993	6646
429	5006	6636
430	5016	6622
431	5028	6611
432	5044	6605
433	5056	6595
434	5068	6583
435	5078	6569
436	5090	6558
437	5108	6554
438	5119	6542
439	5133	6533
440	5143	6520
441	5155	6508
442	5166	6496
443	5179	6485
444	5191	6474
445	5201	6461
446	5213	6449
447	5226	6439
448	5238	6428
449	5249	6416
450	5262	6405
451	5274	6395
452	5285	6382
453	5295	6368
454	5306	6355
455	5316	6342
456	5326	6328
457	5337	6316
458	5348	6304
459	5360	6292
460	5374	6283
461	5384	6269
462	5398	6261
463	5410	6249
464	5421	6238
465	5433	6225
466	5444	6214
467	5455	6202
468	5467	6190
469	5479	6179
470	5490	6166
471	5501	6153
472	5512	6141
473	5523	6129
474	5535	6118
475	5546	6106
476	5558	6094
477	5570	6082
478	5582	6072
479	5593	6059
480	5603	6046
481	5617	6037
482	5628	6024
483	5641	6014
484	5654	6003
485	5667	5994
486	5680	5984
487	5693	5973
488	5703	5960
489	5713	5946
490	5722	5932
491	5733	5919
492	5744	5908
493	5759	5899
494	5768	5885
495	5780	5873
496	5792	5862
497	5802	5849
498	5818	5841
499	5831	5831
500	5841	5818
501	5852	5805
502	5861	5791
503	5873	5780
504	5886	5770
505	5898	5759
506	5908	5745
507	5920	5733
508	5932	5723
509	5944	5710
510	5958	5701
511	5968	5688
512	5979	5676
513	5991	5665
514	6003	5653
515	6014	5641
516	6024	5628
517	6036	5617
518	6046	5604
519	6058	5592
520	6068	5579
521	6079	5566
522	6089	5554
523	6099	5540
524	6109	5527
525	6119	5514
526	6131	5503
527	6144	5492
528	6156	5481
529	6167	5469
530	6177	5456
531	6189	5444
532	6200	5432
533	6210	5419
534	6222	5408
535	6232	5395
536	6245	5384
537	6256	5372
538	6267	5360
539	6278	5348
540	6291	5338
541	6303	5326
542	6312	5313
543	6321	5299
544	6338	5292
545	6350	5280
546	6363	5269
547	6375	5258
548	6387	5247
549	6399	5235
550	6413	5225
551	6423	5213
552	6434	5201
553	6447	5190
554	6458	5178
555	6468	5165
556	6479	5153
557	6491	5141
558	6502	5129
559	6512	5117
560	6522	5104
561	6534	5092
562	6545	5080
563	6555	5067
564	6566	5055
565	6579	5044
566	6588	5031
567	6600	5019
568	6614	5010
569	6626	4999
570	6638	4987
571	6650	4975
572	6660	4963
573	6673	4952
574	6683	4940
575	6694	4927
576	6704	4915
577	6715	4902
578	6727	4891
579	6739	4880
580	6752	4869
581	6762	4856
582	6773	4844
583	6783	4832
584	6793	4819
585	6805	4808
586	6816	4796
587	6830	4786
588	6841	4774
589	6852	4762
590	6863	4749
591	6876	4738
592	6890	4729
593	6900	4716
594	6910	4703
595	6922	4692
596	6933	4680
597	6944	4668
598	6959	4659
599	6972	4648
600	6981	4635
601	6993	4623
602	7006	4613
603	7017	4600
604	7028	4588
605	7041	4578
606	7053	4566
607	7064	4554
608	7075	4542
609	7086	4530
610	7097	4518
611	7108	4506
612	7118	4494
613	7128	4481
614	7137	4468
615	7148	4456
616	7158	4443
617	7170	4432
618	7184	4421
619	7198	4411
620	7210	4400
621	7222	4389
622	7233	4377
623	7244	4365
624	7254	4352
625	7268	4342
626	7282	4332
627	7302	4325
628	7312	4313
629	7323	4301
630	7333	4288
631	7345	4276
632	7356	4264
633	7367	4252
634	7379	4241
635	7391	4230
636	7402	4218
637	7417	4208
638	7429	4197
639	7439	4184
640	7452	4173
641	7463	4161
642	7474	4150
643	7486	4138
644	7498	4127
645	7509	4114
646	7521	4103
647	7532	4091
648	7543	4079
649	7555	4068
650	7565	4055
651	7576	4043
652	7587	4032
653	7599	4020
654	7611	4008
655	7623	3997
656	7633	3985
657	7644	3973
658	7656	3961
659	7668	3950
660	7681	3939
661	7693	3928
662	7704	3916
663	7717	3905
664	7729	3893
665	7740	3881
666	7752	3870
667	7761	3857
668	7771	3845
669	7785	3834
670	7796	3822
671	7806	3810
672	7816	3798
673	7828	3786
674	7841	3775
675	7852	3763
676	7865	3752
677	7876	3740
678	7889	3729
679	7901	3718
680	7913	3706
681	7924	3695
682	7935	3683
683	7946	3671
684	7958	3659
685	7972	3649
686	7982	3637
687	7999	3627
688	8008	3615
689	8018	3602
690	8030	3591
691	8042	3579
692	8052	3567
693	8063	3555
694	8073	3543
695	8084	3531
696	8095	3519
697	8104	3506
698	8115	3494
699	8127	3483
700	8137	3470
701	8150	3459
702	8161	3448
703	8172	3436
704	8183	3424
705	8195	3412
706	8207	3401
707	8222	3391
708	8234	3379
709	8245	3368
710	8256	3356
711	8268	3344
712	8279	3332
713	8293	3322
714	8304	3310
715	8315	3298
716	8325	3286
717	8337	3274
718	8349	3263
719	8363	3252
720	8376	3241
721	8386	3229
722	8398	3217
723	8410	3206
724	8422	3194
725	8435	3183
726	8448	3172
727	8459	3160
728	8471	3149
729	8483	3137
730	8495	3126
731	8507	3114
732	8518	3102
733	8529	3091
734	8542	3079
735	8554	3068
736	8566	3057
737	8577	3045
738	8589	3033
739	8601	3022
740	8611	3009
741	8625	2999
742	8637	2987
743	8647	2975
744	8660	2964
745	8672	2952
746	8682	2940
747	8693	2928
748	8704	2916
749	8714	2904
750	8728	2893
751	8739	2882
752	8751	2870
753	8761	2858
754	8775	2847
755	8789	2836
756	8801	2825
757	8819	2815
758	8831	2804
759	8843	2792
760	8855	2781
761	8865	2768
762	8875	2756
763	8884	2744
764	8896	2732
765	8908	2721
766	8921	2710
767	8931	2698
768	8943	2686
769	8956	2675
770	8966	2663
771	8977	2651
772	8988	2639
773	8998	2627
774	9012	2616
775	9023	2604
776	9034	2592
777	9047	2581
778	9058	2569
779	9069	2558
780	9081	2546
781	9095	2535
782	9107	2523
783	9117	2511
784	9127	2499
785	9139	2488
786	9150	2476
787	9161	2464
788	9173	2453
789	9185	2441
790	9195	2429
791	9205	2417
792	9218	2406
793	9228	2394
794	9239	2382
795	9256	2372
796	9269	2360
797	9280	2349
798	9292	2337
799	9303	2325
800	9315	2314
801	9326	2302
802	9342	2292
803	9355	2280
804	9367	2269
805	9380	2257
806	9391	2245
807	9402	2234
808	9414	2222
809	9428	2211
810	9442	2200
811	9453	2188
812	9466	2177
813	9478	2165
814	9489	2154
815	9501	2142
816	9512	2130
817	9524	2119
818	9535	2107
819	9545	2095
820	9557	2083
821	9567	2071
822	9578	2060
823	9591	2048
824	9602	2036
825	9613	2025
826	9625	2013
827	9636	2001
828	9646	1989
829	9660	1978
830	9671	1966
831	9686	1955
832	9700	1944
833	9711	1932
834	9722	1921
835	9733	1909
836	9745	1897
837	9756	1886
838	9768	1874
839	9777	1862
840	9788	1850
841	9803	1839
842	9814	1827
843	9825	1816
844	9835	1804
845	9847	1792
846	9862	1781
847	9874	1769
848	9888	1758
849	9902	1747
850	9913	1735
851	9924	1723
852	9934	1712
853	9947	1700
854	9960	1689
855	9970	1677
856	9984	1665
857	10001	1655
858	10015	1643
859	10026	1632
860	10035	1620
861	10055	1609
862	10069	1598
863	10083	1587
864	10098	1576
865	10108	1564
866	10120	1552
867	10131	1540
868	10143	1529
869	10154	1517
870	10167	1505
871	10181	1494
872	10193	1482
873	10204	1471
874	10216	1459
875	10227	1447
876	10241	1436
877	10254	1424
878	10265	1413
879	10278	1401
880	10293	1390
881	10304	1378
882	10315	1366
883	10326	1355
884	10338	1343
885	10348	1331
886	10358	1319
887	10368	1307
888	10381	1296
889	10393	1284
890	10403	1272
891	10416	1261
892	10428	1249
893	10439	1237
894	10451	1226
895	10462	1214
896	10473	1202
897	10485	1191
898	10496	1179
899	10509	1167
900	10520	1155
901	10530	1144
902	10541	1132
903	10553	1120
904	10565	1109
905	10583	1098
906	10595	1086
907	10607	1074
908	10618	1063
909	10628	1051
910	10640	1039
911	10651	1027
912	10662	1016
913	10672	1004
914	10683	992
915	10694	980
916	10705	969
917	10718	957
918	10731	945
919	10740	933
920	10754	922
921	10766	910
922	10776	898
923	10786	887
924	10797	875
925	10810	863
926	10823	852
927	10836	840
928	10847	829
929	10862	817
930	10871	805
931	10882	793
932	10891	782
933	10901	770
934	10910	758
935	10925	747
936	10936	735
937	10946	723
938	10956	711
939	10970	700
940	10985	688
941	10994	676
942	11006	665
943	11019	653
944	11030	641
945	11041	630
946	11051	618
947	11062	606
948	11071	594
949	11082	583
950	11094	571
951	11104	559
952	11114	548
953	11126	536
954	11138	524
955	11148	513
956	11159	501
957	11173	489
958	11184	478
959	11198	466
960	11212	455
961	11223	443
962	11236	431
963	11246	420
964	11260	408
965	11271	396
966	11284	385
967	11298	373
968	11310	361
969	11323	350
970	11334	338
971	11345	326
972	11359	315
973	11370	303
974	11383	291
975	11393	280
976	11406	268
977	11417	256
978	11428	245
979	11438	233
980	11448	221
981	11461	210
982	11475	198
983	11487	186
984	11500	175
985	11512	163
986	11523	151
987	11535	140
988	11546	128
989	11558	116
990	11572	105
991	11585	93
992	11594	81
993	11606	70
994	11617	58
995	11628	46
996	11641	35
997	11657	23
998	11668	11
999	11679	0
