iter	RMSE
801	15.35612396
802	15.33670481
803	15.31260744
804	15.30079204
805	15.27805543
806	15.26192497
807	15.24183233
808	15.21576452
809	15.19750717
810	15.18030059
811	15.16476141
812	15.15754984
813	15.13717632
814	15.1250133
815	15.11028356
816	15.08959686
817	15.07490853
818	15.05845494
819	15.04786044
820	15.03413198
821	15.00306447
822	14.99171453
823	14.97656702
824	14.9561221
825	14.93251873
826	14.92197588
827	14.8949343
828	14.8716199
829	14.85470404
830	14.83022114
831	14.81584253
832	14.79516608
833	14.78079434
834	14.76105011
835	14.75401584
836	14.73885733
837	14.71432387
838	14.70169381
839	14.68998221
840	14.67695559
841	14.660027
842	14.65274965
843	14.63984576
844	14.63523347
845	14.62429678
846	14.61244181
847	14.59760599
848	14.58530013
849	14.56513994
850	14.56499057
851	14.54934597
852	14.53605631
853	14.52344449
854	14.50605817
855	14.49688627
856	14.48138342
857	14.44684871
858	14.43153774
859	14.41166744
860	14.39724014
861	14.38209877
862	14.36584503
863	14.3592763
864	14.34958438
865	14.33382464
866	14.30922347
867	14.29862947
868	14.28462563
869	14.26486709
870	14.25394122
871	14.24494739
872	14.22387946
873	14.19153585
874	14.17188976
875	14.1603099
876	14.1452727
877	14.12278184
878	14.10429323
879	14.09430255
880	14.07465671
881	14.05855766
882	14.04022921
883	14.02861079
884	14.00822674
885	13.98731811
886	13.96600512
887	13.95219415
888	13.93712736
889	13.91256267
890	13.90388352
891	13.89710822
892	13.8878796
893	13.88009788
894	13.85704403
895	13.84712126
896	13.83174787
897	13.80946479
898	13.78968297
899	13.77809796
900	13.75819319
901	13.74040753
902	13.7188946
903	13.70106619
904	13.67981313
905	13.66653399
906	13.65349691
907	13.63661247
908	13.61949842
909	13.60104793
910	13.59079153
911	13.58188259
912	13.56220309
913	13.55568057
914	13.53506453
915	13.52267469
916	13.51463662
917	13.49224542
918	13.47735662
919	13.4570626
920	13.43830954
921	13.42709621
922	13.41638697
923	13.41091144
924	13.39026686
925	13.37474799
926	13.35694747
927	13.34550468
928	13.33465576
929	13.3239006
930	13.3138599
931	13.30072797
932	13.30061526
933	13.28903507
934	13.26643819
935	13.25568831
936	13.23512641
937	13.22929782
938	13.21849774
939	13.2104849
940	13.19636832
941	13.18113523
942	13.17458014
943	13.16837432
944	13.15050696
945	13.13849909
946	13.13064103
947	13.12289621
948	13.11042105
949	13.09062021
950	13.08602764
951	13.07585746
952	13.06879402
953	13.05473267
954	13.03510567
955	13.01653547
956	13.00506873
957	12.97990595
958	12.96270447
959	12.94630504
960	12.93512161
961	12.91657156
962	12.9052883
963	12.89582013
964	12.88618189
965	12.86194968
966	12.85132774
967	12.83638965
968	12.82988715
969	12.82104532
970	12.80539476
971	12.79705247
972	12.78461177
973	12.77670361
974	12.76120495
975	12.75281155
976	12.73919384
977	12.72614707
978	12.71278416
979	12.70690933
980	12.68596168
981	12.67051887
982	12.65273627
983	12.63768231
984	12.629951
985	12.6128184
986	12.60787659
987	12.58755651
988	12.57117493
989	12.55539138
990	12.54119088
991	12.52505018
992	12.51554086
993	12.50110243
994	12.49039331
995	12.46940789
996	12.45170375
997	12.43891133
998	12.42464234
999	12.41138492
