iter	Passed	Remaining
412	3794	5393
413	3803	5383
414	3813	5375
415	3823	5366
416	3833	5359
417	3842	5349
418	3850	5339
419	3859	5329
420	3868	5320
421	3878	5312
422	3887	5303
423	3897	5294
424	3905	5284
425	3914	5274
426	3922	5264
427	3931	5254
428	3941	5246
429	3950	5236
430	3960	5228
431	3968	5218
432	3977	5208
433	3987	5200
434	3995	5189
435	4003	5179
436	4013	5170
437	4022	5161
438	4031	5151
439	4040	5142
440	4049	5133
441	4059	5124
442	4068	5115
443	4077	5105
444	4085	5095
445	4095	5086
446	4103	5076
447	4112	5067
448	4121	5057
449	4130	5048
450	4140	5039
451	4148	5029
452	4156	5018
453	4165	5010
454	4174	5000
455	4184	4991
456	4194	4983
457	4202	4973
458	4210	4962
459	4219	4953
460	4228	4943
461	4237	4934
462	4246	4925
463	4255	4916
464	4265	4907
465	4273	4897
466	4283	4888
467	4293	4880
468	4302	4871
469	4311	4861
470	4320	4852
471	4329	4842
472	4337	4833
473	4346	4823
474	4355	4814
475	4365	4805
476	4373	4794
477	4381	4784
478	4391	4776
479	4400	4767
480	4410	4758
481	4419	4749
482	4426	4738
483	4436	4729
484	4444	4719
485	4453	4709
486	4462	4700
487	4471	4691
488	4479	4681
489	4489	4672
490	4498	4663
491	4508	4655
492	4517	4645
493	4526	4636
494	4535	4626
495	4544	4617
496	4553	4608
497	4563	4599
498	4573	4591
499	4582	4582
500	4591	4572
501	4600	4563
502	4609	4554
503	4618	4545
504	4628	4536
505	4637	4527
506	4646	4518
507	4655	4508
508	4665	4500
509	4674	4491
510	4684	4482
511	4693	4473
512	4703	4465
513	4712	4456
514	4721	4446
515	4731	4437
516	4739	4428
517	4749	4419
518	4757	4409
519	4766	4400
520	4775	4390
521	4784	4381
522	4793	4371
523	4801	4361
524	4810	4352
525	4819	4343
526	4829	4334
527	4838	4325
528	4848	4316
529	4856	4307
530	4866	4298
531	4874	4288
532	4884	4279
533	4894	4270
534	4903	4261
535	4911	4251
536	4921	4242
537	4930	4233
538	4939	4224
539	4947	4214
540	4956	4205
541	4967	4197
542	4976	4188
543	4984	4178
544	4994	4169
545	5003	4160
546	5012	4151
547	5021	4141
548	5030	4132
549	5039	4122
550	5048	4113
551	5057	4104
552	5066	4095
553	5075	4086
554	5084	4076
555	5093	4067
556	5103	4058
557	5113	4050
558	5122	4041
559	5130	4031
560	5139	4022
561	5148	4012
562	5158	4003
563	5167	3994
564	5176	3985
565	5185	3975
566	5194	3966
567	5203	3957
568	5213	3949
569	5222	3940
570	5230	3930
571	5239	3920
572	5248	3911
573	5257	3901
574	5266	3892
575	5275	3883
576	5285	3874
577	5294	3865
578	5302	3855
579	5311	3846
580	5320	3836
581	5329	3827
582	5338	3818
583	5348	3810
584	5357	3800
585	5366	3791
586	5375	3782
587	5384	3772
588	5393	3763
589	5402	3754
590	5411	3745
591	5421	3736
592	5430	3727
593	5439	3718
594	5448	3708
595	5458	3699
596	5466	3690
597	5475	3680
598	5483	3671
599	5492	3661
600	5502	3653
601	5512	3644
602	5520	3634
603	5529	3625
604	5539	3616
605	5549	3608
606	5558	3598
607	5567	3589
608	5576	3580
609	5585	3571
610	5596	3562
611	5606	3554
612	5616	3545
613	5625	3536
614	5634	3527
615	5643	3517
616	5652	3508
617	5661	3499
618	5670	3490
619	5680	3481
620	5689	3472
621	5698	3463
622	5707	3454
623	5717	3445
624	5727	3436
625	5735	3426
626	5743	3416
627	5752	3407
628	5761	3398
629	5771	3389
630	5780	3380
631	5789	3371
632	5798	3362
633	5808	3353
634	5818	3344
635	5827	3335
636	5837	3326
637	5846	3317
638	5855	3308
639	5864	3298
640	5874	3290
641	5884	3281
642	5892	3271
643	5901	3262
644	5910	3252
645	5920	3244
646	5929	3235
647	5938	3226
648	5947	3216
649	5957	3207
650	5966	3198
651	5975	3189
652	5984	3180
653	5994	3171
654	6004	3162
655	6013	3153
656	6024	3144
657	6033	3135
658	6042	3126
659	6052	3118
660	6062	3109
661	6071	3100
662	6081	3091
663	6090	3081
664	6099	3072
665	6108	3063
666	6118	3054
667	6127	3045
668	6137	3036
669	6147	3027
670	6156	3018
671	6165	3009
672	6174	3000
673	6184	2991
674	6193	2981
675	6202	2972
676	6210	2963
677	6219	2953
678	6229	2944
679	6238	2935
680	6248	2926
681	6257	2917
682	6266	2908
683	6274	2898
684	6283	2889
685	6292	2880
686	6302	2871
687	6311	2862
688	6321	2853
689	6330	2844
690	6340	2835
691	6350	2826
692	6358	2817
693	6367	2807
694	6377	2798
695	6386	2789
696	6396	2780
697	6404	2770
698	6413	2761
699	6421	2752
700	6430	2742
701	6439	2733
702	6448	2724
703	6458	2715
704	6468	2706
705	6477	2697
706	6486	2688
707	6496	2679
708	6505	2670
709	6514	2660
710	6524	2651
711	6534	2643
712	6543	2633
713	6552	2624
714	6562	2615
715	6570	2606
716	6579	2596
717	6589	2588
718	6598	2578
719	6607	2569
720	6616	2560
721	6625	2550
722	6634	2541
723	6644	2533
724	6655	2524
725	6663	2514
726	6672	2505
727	6682	2496
728	6692	2487
729	6701	2478
730	6711	2469
731	6721	2460
732	6730	2451
733	6739	2442
734	6748	2433
735	6756	2423
736	6766	2414
737	6774	2405
738	6783	2395
739	6793	2386
740	6803	2378
741	6813	2369
742	6821	2359
743	6830	2350
744	6838	2340
745	6848	2331
746	6857	2322
747	6865	2313
748	6875	2304
749	6884	2294
750	6894	2285
751	6903	2276
752	6912	2267
753	6922	2258
754	6931	2249
755	6941	2240
756	6950	2231
757	6958	2221
758	6967	2212
759	6976	2202
760	6985	2193
761	6995	2184
762	7003	2175
763	7013	2166
764	7022	2157
765	7031	2148
766	7041	2139
767	7050	2129
768	7059	2120
769	7068	2111
770	7077	2102
771	7086	2092
772	7095	2083
773	7104	2074
774	7113	2065
775	7123	2056
776	7132	2047
777	7142	2037
778	7150	2028
779	7159	2019
780	7169	2010
781	7178	2001
782	7188	1992
783	7197	1982
784	7205	1973
785	7215	1964
786	7224	1955
787	7233	1946
788	7242	1936
789	7253	1928
790	7262	1918
791	7270	1909
792	7279	1900
793	7289	1891
794	7298	1882
795	7307	1872
796	7316	1863
797	7325	1854
798	7335	1845
799	7344	1836
800	7352	1826
801	7360	1817
802	7369	1807
803	7378	1798
804	7386	1789
805	7396	1780
806	7405	1771
807	7414	1761
808	7424	1752
809	7433	1743
810	7443	1734
811	7452	1725
812	7460	1716
813	7470	1706
814	7479	1697
815	7487	1688
816	7496	1679
817	7505	1670
818	7514	1660
819	7523	1651
820	7531	1642
821	7540	1632
822	7549	1623
823	7557	1614
824	7566	1605
825	7574	1595
826	7583	1586
827	7592	1577
828	7601	1567
829	7610	1558
830	7619	1549
831	7628	1540
832	7637	1531
833	7646	1521
834	7655	1512
835	7665	1503
836	7674	1494
837	7684	1485
838	7693	1476
839	7701	1466
840	7710	1457
841	7720	1448
842	7728	1439
843	7737	1430
844	7746	1420
845	7756	1411
846	7765	1402
847	7774	1393
848	7784	1384
849	7793	1375
850	7802	1366
851	7811	1356
852	7820	1347
853	7829	1338
854	7838	1329
855	7847	1320
856	7856	1311
857	7866	1301
858	7874	1292
859	7883	1283
860	7892	1274
861	7901	1265
862	7911	1255
863	7920	1246
864	7930	1237
865	7938	1228
866	7947	1219
867	7956	1210
868	7966	1200
869	7976	1191
870	7986	1182
871	7995	1173
872	8004	1164
873	8014	1155
874	8023	1146
875	8034	1137
876	8043	1128
877	8052	1118
878	8062	1109
879	8071	1100
880	8079	1091
881	8087	1082
882	8097	1072
883	8105	1063
884	8113	1054
885	8123	1045
886	8132	1036
887	8141	1026
888	8150	1017
889	8158	1008
890	8167	999
891	8177	990
892	8185	980
893	8194	971
894	8203	962
895	8212	953
896	8222	944
897	8231	934
898	8240	925
899	8249	916
900	8258	907
901	8266	898
902	8276	889
903	8285	879
904	8294	870
905	8303	861
906	8313	852
907	8322	843
908	8330	834
909	8340	824
910	8348	815
911	8357	806
912	8367	797
913	8375	788
914	8385	778
915	8394	769
916	8402	760
917	8411	751
918	8420	742
919	8429	732
920	8438	723
921	8447	714
922	8456	705
923	8464	696
924	8474	687
925	8483	677
926	8492	668
927	8501	659
928	8510	650
929	8518	641
930	8527	632
931	8537	622
932	8546	613
933	8555	604
934	8564	595
935	8573	586
936	8582	577
937	8591	567
938	8600	558
939	8610	549
940	8619	540
941	8628	531
942	8636	522
943	8644	512
944	8653	503
945	8663	494
946	8672	485
947	8681	476
948	8689	466
949	8699	457
950	8708	448
951	8717	439
952	8725	430
953	8735	421
954	8744	412
955	8752	402
956	8762	393
957	8771	384
958	8781	375
959	8790	366
960	8799	357
961	8806	347
962	8815	338
963	8824	329
964	8834	320
965	8843	311
966	8852	302
967	8861	292
968	8870	283
969	8878	274
970	8887	265
971	8896	256
972	8904	247
973	8913	237
974	8922	228
975	8930	219
976	8940	210
977	8948	201
978	8957	192
979	8966	182
980	8975	173
981	8985	164
982	8993	155
983	9002	146
984	9010	137
985	9020	128
986	9029	118
987	9037	109
988	9046	100
989	9055	91
990	9065	82
991	9074	73
992	9082	64
993	9091	54
994	9101	45
995	9110	36
996	9118	27
997	9127	18
998	9136	9
999	9145	0
